Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,HomePlanet,CryoSleep,Destination,VIP,Cabin_Deck,Cabin_Number,Cabin_Side,Passenger_Group,Passenger_Number,Transported
48.0,2.0,0.0,83.0,589.0,233.0,Earth,False,TRAPPIST-1e,False,G,711,P,4319,01,False
24.0,786.0,0.0,0.0,7.0,0.0,Earth,False,TRAPPIST-1e,False,E,273,P,4320,01,False
3.0,0.0,0.0,0.0,0.0,0.0,Mars,False,55 Cancri e,False,F,810,S,4324,01,True
24.0,0.0,0.0,0.0,0.0,0.0,Mars,True,TRAPPIST-1e,False,F,810,S,4324,02,True
25.0,412.0,0.0,567.0,775.0,0.0,Mars,False,TRAPPIST-1e,False,F,810,S,4324,03,False
1.0,0.0,0.0,0.0,0.0,0.0,Mars,True,55 Cancri e,False,F,810,S,4324,04,True
20.0,0.0,187.0,712.0,0.0,0.0,Earth,False,TRAPPIST-1e,False,F,811,S,4327,01,True
22.0,39.0,0.0,63.0,3.0,654.0,Earth,False,TRAPPIST-1e,False,F,812,S,4329,01,False
28.0,427.0,0.0,754.0,0.0,0.0,Mars,False,55 Cancri e,False,D,140,S,4330,01,True
17.0,0.0,0.0,0.0,0.0,0.0,Earth,True,55 Cancri e,False,G,707,S,4332,01,True
28.0,0.0,3345.0,0.0,2143.0,27.0,Europa,False,55 Cancri e,False,B,141,P,4333,01,False
47.0,0.0,0.0,0.0,0.0,0.0,Europa,True,TRAPPIST-1e,False,A,53,S,4334,01,True
34.0,0.0,0.0,0.0,0.0,0.0,Mars,True,TRAPPIST-1e,False,E,281,S,4335,01,False
29.0,267.0,1418.0,257.0,843.0,0.0,Europa,False,TRAPPIST-1e,True,C,155,S,4336,01,True
14.0,0.0,0.0,0.0,0.0,0.0,Europa,True,TRAPPIST-1e,False,C,155,S,4336,02,True
36.0,0.0,563.0,0.0,1301.0,830.0,Europa,False,TRAPPIST-1e,False,00,00,00,4336,03,True
40.0,2320.0,0.0,2184.0,3131.0,498.0,Europa,False,55 Cancri e,False,C,155,S,4336,04,True
49.0,22.0,0.0,1129.0,0.0,77.0,Mars,False,TRAPPIST-1e,False,F,813,S,4337,01,True
51.0,0.0,0.0,0.0,0.0,0.0,Europa,False,TRAPPIST-1e,False,C,156,S,4338,01,True
41.0,0.0,545.0,0.0,2740.0,293.0,Europa,False,TRAPPIST-1e,False,C,156,S,4338,02,True
44.0,0.0,5840.0,0.0,22.0,584.0,Europa,False,55 Cancri e,False,C,156,S,4338,03,True
47.0,2044.0,0.0,95.0,0.0,120.0,Mars,False,TRAPPIST-1e,False,F,814,S,4339,01,False
22.0,0.0,0.0,945.0,0.0,4.0,Earth,False,TRAPPIST-1e,False,F,815,S,4340,01,True
13.0,0.0,0.0,0.0,0.0,0.0,Earth,True,PSO J318.5-22,False,G,708,S,4343,01,True
18.0,0.0,35.0,661.0,0.0,63.0,Earth,False,TRAPPIST-1e,False,F,816,S,4344,01,True
28.0,0.0,1125.0,3.0,562.0,7.0,Earth,False,TRAPPIST-1e,False,G,717,P,4345,01,False
22.0,429.0,2.0,232.0,0.0,59.0,Earth,False,55 Cancri e,False,E,274,P,4346,01,True
50.0,444.0,0.0,408.0,0.0,0.0,Earth,False,TRAPPIST-1e,False,G,718,P,4347,01,False
47.0,0.0,0.0,0.0,0.0,0.0,Europa,True,TRAPPIST-1e,True,B,142,P,4348,01,True
55.0,802.0,0.0,155.0,4.0,337.0,Mars,False,TRAPPIST-1e,False,E,275,P,4349,01,False
21.0,0.0,0.0,0.0,0.0,0.0,Earth,True,TRAPPIST-1e,False,G,709,S,4350,01,True
39.0,0.0,0.0,1.0,0.0,2330.0,Earth,False,PSO J318.5-22,False,G,709,S,4350,02,False
21.0,641.0,0.0,409.0,0.0,0.0,Earth,False,TRAPPIST-1e,False,F,895,P,4351,01,False
37.0,33.0,3484.0,17.0,4.0,1384.0,Europa,False,TRAPPIST-1e,False,C,157,S,4352,01,True
31.0,22.0,5840.0,2.0,124.0,1.0,Europa,False,TRAPPIST-1e,False,C,157,S,4352,02,True
23.0,115.0,1.0,0.0,151.33333333333334,249.0,Earth,False,TRAPPIST-1e,False,E,276,P,4354,01,False
28.0,0.0,0.0,0.0,0.0,0.0,Europa,True,55 Cancri e,False,B,167,S,4356,01,True
23.0,118.0,0.0,949.0,206.0,2071.0,Mars,False,TRAPPIST-1e,False,D,148,P,4357,01,False
20.0,0.0,272.0,108.0,75.0,230.0,Earth,False,PSO J318.5-22,False,F,818,S,4358,01,True
28.0,3.0,2127.0,0.0,696.0,10.0,Europa,False,TRAPPIST-1e,False,C,137,P,4359,01,False
40.0,0.0,5840.0,0.0,425.0,155.0,Europa,False,55 Cancri e,False,C,137,P,4359,02,True
54.0,0.0,1832.0,0.0,0.0,1768.0,Europa,False,55 Cancri e,False,C,137,P,4359,03,False
18.0,0.0,0.0,0.0,0.0,0.0,Mars,True,TRAPPIST-1e,False,F,896,P,4360,01,True
27.0,0.0,14.0,0.0,734.0,331.0,Earth,False,55 Cancri e,False,F,819,S,4361,01,True
43.0,0.0,1947.0,0.0,0.0,1651.0,Europa,False,TRAPPIST-1e,False,B,168,S,4362,01,True
25.0,0.0,0.0,0.0,0.0,0.0,Earth,True,PSO J318.5-22,False,G,720,P,4364,01,True
13.0,552.0,247.0,0.0,4.0,0.0,Earth,False,TRAPPIST-1e,False,F,898,P,4365,01,False
15.0,0.0,0.0,873.0,0.0,5.0,Earth,False,PSO J318.5-22,False,F,899,P,4366,01,True
37.0,0.0,0.0,0.0,0.0,0.0,Earth,True,55 Cancri e,False,G,710,S,4367,01,True
32.0,0.0,0.0,0.0,0.0,0.0,Mars,True,55 Cancri e,False,F,900,P,4368,01,True
19.0,857.0,0.0,0.0,0.0,0.0,Earth,False,TRAPPIST-1e,False,F,820,S,4369,01,False
21.0,3.0,1.0,0.0,1494.0,110.0,Earth,False,TRAPPIST-1e,False,00,00,00,4370,01,False
27.0,0.0,2717.0,0.0,0.0,986.0,Europa,False,TRAPPIST-1e,False,C,158,S,4371,01,True
39.0,106.0,243.0,126.0,7.0,3854.0,Europa,False,55 Cancri e,False,C,158,S,4371,02,False
22.0,0.0,0.0,0.0,0.0,0.0,Earth,True,TRAPPIST-1e,False,C,158,S,4371,03,True
25.0,0.0,4384.0,2184.0,812.0,360.0,Europa,False,TRAPPIST-1e,False,C,158,S,4371,04,True
34.0,523.0,5840.0,0.0,288.0,2275.0,Europa,False,55 Cancri e,False,C,158,S,4371,05,True
54.0,0.0,0.0,0.0,0.0,0.0,Mars,True,TRAPPIST-1e,False,F,821,S,4372,01,True
42.0,954.0,0.0,1.0,0.0,0.0,Mars,False,TRAPPIST-1e,False,E,283,S,4372,02,False
36.0,735.0,0.0,2.0,0.0,0.0,Earth,False,PSO J318.5-22,False,F,822,S,4373,01,False
43.0,0.0,168.0,3.0,0.0,452.0,Earth,False,PSO J318.5-22,False,E,284,S,4376,01,True
23.0,65.0,94.0,0.0,0.0,445.0,Earth,False,PSO J318.5-22,False,F,901,P,4382,01,True
57.0,0.0,0.0,0.0,0.0,0.0,Europa,False,TRAPPIST-1e,False,B,169,S,4383,01,True
54.0,0.0,0.0,0.0,0.0,0.0,Europa,False,TRAPPIST-1e,False,B,170,S,4386,01,True
51.0,0.0,5840.0,885.0,0.0,363.0,Europa,False,TRAPPIST-1e,False,B,170,S,4386,02,True
32.0,192.0,0.0,441.0,18.0,0.0,Mars,False,PSO J318.5-22,False,F,902,P,4387,01,False
33.0,0.0,0.0,0.0,0.0,0.0,Europa,False,TRAPPIST-1e,False,B,171,S,4388,01,True
8.0,0.0,0.0,0.0,0.0,0.0,Mars,True,TRAPPIST-1e,False,F,903,P,4390,01,True
44.0,0.0,0.0,0.0,0.0,0.0,Mars,True,TRAPPIST-1e,False,F,903,P,4390,02,True
27.0,875.0,0.0,61.0,289.0,0.0,Mars,False,TRAPPIST-1e,False,F,903,P,4390,03,False
48.0,383.0,0.0,0.0,393.0,10.0,Earth,False,TRAPPIST-1e,False,F,904,P,4391,01,True
13.0,38.0,0.0,0.0,733.0,0.0,Earth,False,55 Cancri e,False,G,714,S,4392,01,False
5.0,0.0,0.0,0.0,0.0,0.0,Earth,True,TRAPPIST-1e,False,G,722,P,4393,01,False
18.0,754.0,0.0,34.0,0.0,0.0,Earth,False,TRAPPIST-1e,False,E,278,P,4393,02,False
23.0,0.0,0.0,206.0,681.0,31.0,Earth,False,TRAPPIST-1e,False,F,905,P,4395,01,False
23.0,0.0,153.0,11.0,646.0,0.0,Earth,False,TRAPPIST-1e,False,G,715,S,4396,01,False
35.0,0.0,0.0,0.0,0.0,0.0,Earth,True,PSO J318.5-22,False,00,00,00,4397,01,True
25.0,141.0,3.0,640.0,0.0,100.0,Earth,False,TRAPPIST-1e,False,G,724,P,4399,01,False
32.0,689.0,0.0,610.0,0.0,0.0,Mars,False,TRAPPIST-1e,False,E,285,S,4400,01,False
0.0,0.0,0.0,0.0,0.0,0.0,Mars,False,55 Cancri e,False,F,830,S,4400,02,True
5.0,0.0,0.0,0.0,0.0,0.0,Mars,True,TRAPPIST-1e,False,F,830,S,4400,03,True
16.0,0.0,0.0,0.0,0.0,0.0,Earth,False,55 Cancri e,False,G,716,S,4401,01,True
18.0,0.0,0.0,0.0,0.0,0.0,Earth,True,PSO J318.5-22,False,G,716,S,4401,02,True
29.0,0.0,0.0,0.0,0.0,0.0,Earth,True,PSO J318.5-22,False,G,725,P,4402,01,False
55.0,134.0,935.0,0.0,6.0,394.0,Earth,False,TRAPPIST-1e,False,F,831,S,4403,01,False
41.0,7.0,0.0,297.0,108.0,361.0,Earth,False,TRAPPIST-1e,False,G,717,S,4403,02,False
38.0,2532.0,2.0,404.0,121.0,0.0,Earth,False,TRAPPIST-1e,False,G,726,P,4404,01,False
27.0,0.0,0.0,0.0,0.0,0.0,Europa,True,TRAPPIST-1e,False,C,159,S,4405,01,True
55.0,0.0,0.0,0.0,0.0,0.0,Earth,True,TRAPPIST-1e,False,G,719,S,4407,01,True
75.0,0.0,0.0,0.0,0.0,0.0,Mars,True,TRAPPIST-1e,False,F,906,P,4408,01,True
50.0,0.0,817.0,388.0,78.0,693.0,Europa,False,TRAPPIST-1e,False,C,160,S,4409,01,True
23.0,27.0,0.0,32.0,725.0,0.0,Earth,False,TRAPPIST-1e,False,G,720,S,4410,01,False
37.0,715.0,0.0,54.0,0.0,0.0,Earth,False,PSO J318.5-22,False,G,721,S,4411,01,True
33.0,0.0,0.0,232.0,0.0,622.0,Earth,False,TRAPPIST-1e,False,G,722,S,4413,01,False
45.0,941.0,281.0,36.0,12.0,39.0,Mars,False,TRAPPIST-1e,False,F,833,S,4415,01,False
47.0,0.0,0.0,0.0,0.0,0.0,Europa,True,55 Cancri e,False,B,143,P,4416,01,True
13.0,0.0,0.0,0.0,0.0,0.0,Europa,True,TRAPPIST-1e,False,B,172,S,4422,01,True
29.0,0.0,5840.0,0.0,1366.0,89.0,Europa,False,TRAPPIST-1e,False,B,172,S,4422,02,True
19.0,30.0,0.0,42.0,3565.0,7.0,Mars,False,TRAPPIST-1e,False,E,287,S,4424,01,False
30.0,0.0,0.0,0.0,0.0,0.0,Mars,True,TRAPPIST-1e,False,F,835,S,4426,01,True
39.0,3.0,83.0,0.0,805.0,2983.0,Europa,False,55 Cancri e,False,D,141,S,4427,01,False
31.0,0.0,46.0,0.0,209.0,2908.0,Europa,False,TRAPPIST-1e,False,D,141,S,4427,02,False
29.0,0.0,5840.0,12.0,795.0,402.0,Europa,False,55 Cancri e,False,C,162,S,4428,01,True
16.0,546.0,90.0,23.0,513.0,0.0,Mars,False,TRAPPIST-1e,False,E,288,S,4429,01,False
18.0,0.0,2.0,1513.0,0.0,0.0,Earth,False,PSO J318.5-22,False,F,836,S,4430,01,True
38.0,8.0,0.0,1414.0,10.0,3.0,Earth,False,55 Cancri e,False,G,727,P,4431,01,False
50.0,0.0,0.0,0.0,0.0,0.0,Earth,True,TRAPPIST-1e,False,G,728,P,4432,01,False
21.0,0.0,0.0,0.0,0.0,0.0,Earth,True,PSO J318.5-22,False,G,729,P,4433,01,False
22.0,0.0,0.0,0.0,0.0,0.0,Earth,True,PSO J318.5-22,False,G,730,P,4436,01,True
20.0,0.0,0.0,0.0,0.0,0.0,Earth,True,TRAPPIST-1e,False,G,725,S,4437,01,True
36.0,721.0,0.0,471.0,0.0,0.0,Mars,False,TRAPPIST-1e,False,F,910,P,4438,01,False
23.0,13.0,282.0,0.0,0.0,71.0,Earth,False,TRAPPIST-1e,False,F,911,P,4440,01,True
31.0,0.0,0.0,0.0,0.0,0.0,Europa,True,55 Cancri e,True,B,144,P,4441,01,True
39.0,0.0,0.0,0.0,0.0,0.0,Europa,True,TRAPPIST-1e,False,B,144,P,4441,02,True
50.0,0.0,4558.0,0.0,1.0,267.0,Europa,False,55 Cancri e,False,B,144,P,4441,03,True
40.0,0.0,901.0,0.0,0.0,89.0,Earth,False,TRAPPIST-1e,False,E,291,S,4444,01,False
28.0,8.0,0.0,77.0,560.0,0.0,Earth,False,TRAPPIST-1e,False,F,912,P,4445,01,False
38.0,2.0,114.0,771.0,3094.0,448.0,Europa,False,TRAPPIST-1e,False,B,175,S,4446,01,False
37.0,0.0,3603.0,33.0,3926.0,1.0,Europa,False,TRAPPIST-1e,False,B,175,S,4446,02,False
59.0,0.0,0.0,0.0,0.0,0.0,Europa,True,55 Cancri e,False,B,175,S,4446,03,True
41.0,35.0,5840.0,0.0,180.0,160.0,Europa,False,55 Cancri e,False,B,175,S,4446,04,True
33.0,0.0,4017.0,0.0,181.0,2260.0,Europa,False,TRAPPIST-1e,False,B,175,S,4446,05,True
54.0,0.0,0.0,0.0,0.0,0.0,Earth,True,TRAPPIST-1e,False,00,00,00,4447,01,True
40.0,0.0,0.0,2184.0,0.0,0.0,Earth,False,TRAPPIST-1e,False,F,913,P,4448,01,True
43.0,130.0,0.0,870.0,31.0,26.0,Mars,False,TRAPPIST-1e,False,D,142,S,4449,01,True
26.0,0.0,0.0,0.0,0.0,0.0,Europa,True,55 Cancri e,False,C,140,P,4450,01,True
65.0,0.0,5840.0,0.0,6.0,0.0,Europa,False,55 Cancri e,False,C,140,P,4450,02,True
22.0,0.0,0.0,0.0,0.0,0.0,Europa,True,55 Cancri e,False,C,140,P,4450,03,True
28.0,0.0,3627.0,0.0,31.0,3263.0,Europa,False,TRAPPIST-1e,False,C,140,P,4450,04,False
35.0,0.0,0.0,0.0,0.0,0.0,Earth,True,TRAPPIST-1e,False,F,914,P,4451,01,True
30.0,0.0,0.0,0.0,0.0,0.0,Earth,True,TRAPPIST-1e,False,G,727,S,4452,01,True
28.0,0.0,2560.0,0.0,134.0,307.0,Europa,False,TRAPPIST-1e,False,D,149,P,4453,01,False
23.0,0.0,10.0,159.0,0.0,125.0,Earth,False,TRAPPIST-1e,False,F,916,P,4456,01,True
24.0,698.0,0.0,51.0,2.0,4.0,Earth,False,TRAPPIST-1e,False,F,917,P,4457,01,True
16.0,0.0,0.0,0.0,0.0,0.0,Earth,True,PSO J318.5-22,False,G,733,P,4459,01,True
18.0,0.0,0.0,0.0,0.0,0.0,Mars,True,TRAPPIST-1e,False,F,838,S,4461,01,True
20.0,399.0,77.0,311.0,0.0,16.0,Earth,False,TRAPPIST-1e,False,F,918,P,4462,01,False
29.0,0.0,0.0,0.0,0.0,0.0,Europa,True,TRAPPIST-1e,False,B,145,P,4463,01,True
29.0,0.0,0.0,0.0,0.0,0.0,Europa,True,TRAPPIST-1e,False,B,145,P,4463,02,True
21.0,0.0,0.0,0.0,0.0,0.0,Earth,False,TRAPPIST-1e,False,G,728,S,4464,01,False
2.0,0.0,0.0,0.0,0.0,0.0,Europa,True,TRAPPIST-1e,False,A,54,S,4465,01,False
43.0,31.0,76.0,0.0,1353.0,1713.0,Europa,False,TRAPPIST-1e,False,A,54,S,4465,02,False
28.0,0.0,1883.0,0.0,1.0,3854.0,Europa,False,TRAPPIST-1e,False,A,54,S,4465,03,False
31.0,0.0,2461.0,0.0,51.0,2141.0,Europa,False,55 Cancri e,True,A,40,P,4466,01,False
23.0,36.0,18.0,670.0,0.0,32.0,Earth,False,TRAPPIST-1e,False,F,919,P,4467,01,True
26.0,0.0,0.0,0.0,0.0,0.0,Europa,True,TRAPPIST-1e,False,B,146,P,4469,01,True
43.0,0.0,39.0,327.0,3926.0,85.0,Europa,False,55 Cancri e,False,B,146,P,4469,02,False
28.0,1549.0,0.0,5.0,0.0,0.0,Earth,False,TRAPPIST-1e,False,F,839,S,4470,01,False
24.0,0.0,266.0,1455.0,59.0,0.0,Earth,False,PSO J318.5-22,False,G,734,P,4472,01,False
27.0,110.0,0.0,638.0,0.0,0.0,Earth,False,TRAPPIST-1e,False,F,920,P,4472,02,False
13.0,2244.0,31.0,507.0,0.0,142.0,Mars,False,55 Cancri e,False,F,841,S,4473,01,False
27.0,994.0,0.0,26.0,1.0,0.0,Mars,False,TRAPPIST-1e,False,E,292,S,4473,02,False
2.0,0.0,0.0,0.0,0.0,0.0,Earth,True,TRAPPIST-1e,False,G,730,S,4474,01,True
24.0,0.0,0.0,0.0,0.0,0.0,Earth,True,TRAPPIST-1e,False,G,730,S,4474,02,True
2.0,0.0,0.0,0.0,0.0,0.0,Earth,True,TRAPPIST-1e,False,G,730,S,4474,03,True
50.0,13.0,239.0,0.0,161.0,2355.0,Europa,False,TRAPPIST-1e,True,A,55,S,4475,01,False
27.0,0.0,0.0,0.0,0.0,0.0,Europa,True,55 Cancri e,False,A,55,S,4475,02,True
26.0,1170.0,0.0,0.0,187.0,100.0,Earth,False,TRAPPIST-1e,False,F,921,P,4476,01,False
31.0,23.0,0.0,0.0,919.6666666666666,17.0,Earth,False,55 Cancri e,False,G,731,S,4477,01,False
28.0,2803.0,0.0,125.33333333333333,13.0,2.0,Mars,False,TRAPPIST-1e,False,D,150,P,4479,01,False
4.0,0.0,0.0,0.0,0.0,0.0,Earth,False,55 Cancri e,False,G,732,S,4482,01,False
9.0,0.0,0.0,0.0,0.0,0.0,Earth,False,TRAPPIST-1e,False,G,732,S,4482,02,True
0.0,0.0,0.0,0.0,0.0,0.0,Earth,False,TRAPPIST-1e,False,G,732,S,4482,03,True
35.0,0.0,0.0,0.0,0.0,0.0,Earth,True,TRAPPIST-1e,False,G,732,S,4482,04,False
3.0,0.0,0.0,0.0,0.0,0.0,Earth,True,TRAPPIST-1e,False,G,732,S,4482,05,True
25.0,1956.0,0.0,161.0,239.0,28.0,Mars,False,TRAPPIST-1e,False,D,151,P,4483,01,False
63.0,2803.0,0.0,60.0,2.0,0.0,Mars,False,TRAPPIST-1e,False,D,151,P,4483,02,False
34.0,0.0,0.0,0.0,0.0,0.0,Mars,True,TRAPPIST-1e,False,F,922,P,4485,01,True
35.0,1219.0,0.0,1742.0,740.0,0.0,Mars,False,TRAPPIST-1e,False,F,922,P,4485,02,False
26.0,0.0,0.0,0.0,0.0,0.0,Earth,True,TRAPPIST-1e,False,G,733,S,4486,01,True
39.0,0.0,3.0,0.0,802.0,49.0,Earth,False,TRAPPIST-1e,False,G,735,P,4487,01,False
34.0,0.0,337.0,1339.0,92.0,264.0,Europa,False,55 Cancri e,False,D,143,S,4490,01,False
36.0,0.0,1013.0,1.0,16.0,2825.0,Europa,False,TRAPPIST-1e,False,B,148,P,4491,01,False
46.0,0.0,0.0,0.0,0.0,0.0,Earth,True,TRAPPIST-1e,False,G,736,P,4492,01,True
26.0,42.0,65.0,895.0,407.0,0.0,Earth,False,TRAPPIST-1e,False,F,845,S,4493,01,True
28.0,0.0,0.0,0.0,0.0,0.0,Mars,True,TRAPPIST-1e,False,F,846,S,4494,01,True
20.0,0.0,3080.0,7.0,0.0,67.0,Earth,False,55 Cancri e,False,F,924,P,4496,01,True
35.0,0.0,0.0,0.0,0.0,0.0,Earth,True,TRAPPIST-1e,False,G,737,P,4497,01,False
11.0,0.0,0.0,0.0,0.0,0.0,Earth,False,55 Cancri e,False,G,734,S,4498,01,False
14.0,0.0,0.0,0.0,0.0,0.0,Earth,True,PSO J318.5-22,False,G,734,S,4498,02,False
4.0,0.0,0.0,0.0,0.0,0.0,Earth,True,PSO J318.5-22,False,G,734,S,4498,03,True
11.0,0.0,0.0,0.0,0.0,0.0,Earth,False,TRAPPIST-1e,False,G,734,S,4498,04,False
31.0,0.0,0.0,0.0,0.0,0.0,Earth,True,TRAPPIST-1e,False,G,734,S,4498,05,True
15.0,0.0,893.0,0.0,0.0,0.0,Earth,False,TRAPPIST-1e,False,G,734,S,4498,06,True
39.0,0.0,2.0,0.0,69.0,836.0,Earth,False,TRAPPIST-1e,False,G,734,S,4498,07,False
7.0,0.0,0.0,0.0,0.0,0.0,Earth,False,TRAPPIST-1e,False,G,734,S,4498,08,False
24.0,83.0,0.0,129.0,504.0,0.0,Earth,False,TRAPPIST-1e,False,F,847,S,4500,01,False
22.0,0.0,0.0,0.0,0.0,0.0,Earth,True,TRAPPIST-1e,False,G,735,S,4501,01,True
26.0,0.0,0.0,0.0,0.0,0.0,Mars,True,TRAPPIST-1e,False,E,281,P,4502,01,False
53.0,0.0,864.0,49.0,39.0,2376.0,Europa,False,55 Cancri e,False,C,165,S,4505,01,True
40.0,2.0,76.0,0.0,201.0,648.3333333333334,Europa,False,TRAPPIST-1e,False,C,165,S,4505,02,False
19.0,160.0,0.0,889.0,0.0,0.0,Mars,False,TRAPPIST-1e,False,E,294,S,4506,01,False
54.0,433.0,0.0,867.0,19.0,1.0,Mars,False,55 Cancri e,False,F,926,P,4508,01,False
21.0,572.0,584.0,128.0,14.0,0.0,Mars,False,TRAPPIST-1e,False,E,283,P,4508,02,False
25.0,1340.0,0.0,8.0,0.0,0.0,Mars,False,TRAPPIST-1e,False,F,926,P,4508,03,False
48.0,137.0,0.0,877.0,0.0,0.0,Mars,False,TRAPPIST-1e,False,E,295,S,4509,01,True
41.0,41.0,0.0,1127.0,8.0,0.0,Mars,False,PSO J318.5-22,False,D,144,S,4509,02,True
13.0,27.0,0.0,2184.0,0.0,0.0,Mars,False,TRAPPIST-1e,False,D,144,S,4509,03,True
57.0,0.0,0.0,0.0,0.0,0.0,Europa,False,TRAPPIST-1e,False,B,177,S,4510,01,True
25.0,0.0,0.0,0.0,0.0,0.0,Europa,True,TRAPPIST-1e,False,B,178,S,4511,01,True
48.0,0.0,0.0,0.0,0.0,0.0,Europa,True,55 Cancri e,False,B,178,S,4511,02,True
34.0,849.0,51.0,375.0,0.0,24.0,Mars,False,TRAPPIST-1e,False,E,296,S,4512,01,False
16.0,0.0,0.0,0.0,0.0,0.0,Earth,True,TRAPPIST-1e,False,G,736,S,4514,01,True
0.0,0.0,0.0,0.0,0.0,0.0,Earth,False,TRAPPIST-1e,False,G,739,P,4515,01,False
15.0,6.0,1740.0,2184.0,0.0,0.0,Earth,False,55 Cancri e,False,G,739,P,4515,02,True
37.0,426.0,0.0,2.0,194.0,308.0,Earth,False,55 Cancri e,False,F,848,S,4516,01,False
37.0,452.0,0.0,234.0,19.0,1290.0,Earth,False,TRAPPIST-1e,False,F,849,S,4517,01,False
49.0,820.0,1.0,690.0,292.0,13.0,Earth,False,TRAPPIST-1e,False,G,740,P,4518,01,False
18.0,1.0,1.0,0.0,0.0,746.0,Earth,False,TRAPPIST-1e,False,F,929,P,4521,01,False
25.0,101.0,32.0,0.0,137.0,633.0,Earth,False,TRAPPIST-1e,False,F,850,S,4522,01,True
38.333333333333336,0.0,116.0,2048.0,2.0,0.0,Earth,False,PSO J318.5-22,False,F,930,P,4524,01,True
43.0,26.0,132.0,3.0,117.0,555.0,Earth,False,55 Cancri e,False,G,738,S,4529,01,False
20.0,9.0,0.0,157.0,525.0,0.0,Earth,False,TRAPPIST-1e,False,F,933,P,4530,01,False
54.0,0.0,0.0,0.0,0.0,0.0,Europa,True,TRAPPIST-1e,False,C,142,P,4531,01,True
30.0,0.0,0.0,0.0,0.0,0.0,Earth,True,TRAPPIST-1e,False,G,739,S,4532,01,True
37.0,0.0,0.0,0.0,0.0,0.0,Europa,True,TRAPPIST-1e,False,B,149,P,4533,01,True
30.0,60.0,41.0,553.0,1.0,0.0,Earth,False,55 Cancri e,False,F,851,S,4534,01,True
20.0,631.0,93.0,0.0,0.0,0.0,Earth,False,TRAPPIST-1e,False,F,934,P,4535,01,False
20.0,25.0,0.0,796.0,44.0,44.0,Earth,False,TRAPPIST-1e,False,G,742,P,4535,02,False
24.0,0.0,591.0,0.0,0.0,1560.0,Earth,False,TRAPPIST-1e,False,F,852,S,4537,01,False
44.0,0.0,121.0,0.0,748.0,0.0,Earth,False,TRAPPIST-1e,False,F,935,P,4538,01,False
0.0,0.0,0.0,0.0,0.0,0.0,Earth,False,55 Cancri e,False,G,740,S,4539,01,True
15.0,0.0,0.0,0.0,0.0,0.0,Earth,True,TRAPPIST-1e,False,G,740,S,4539,02,True
19.0,0.0,0.0,0.0,0.0,0.0,Europa,True,TRAPPIST-1e,False,B,150,P,4542,01,True
20.0,0.0,0.0,0.0,0.0,0.0,Europa,True,55 Cancri e,False,B,150,P,4542,02,True
20.0,14.0,0.0,59.0,1777.0,0.0,Mars,False,PSO J318.5-22,True,F,936,P,4543,01,False
34.0,0.0,0.0,0.0,0.0,0.0,Earth,True,TRAPPIST-1e,False,G,743,P,4544,01,True
17.0,0.0,0.0,0.0,0.0,0.0,Earth,False,PSO J318.5-22,False,G,744,P,4546,01,True
20.0,0.0,25.0,0.0,0.0,803.0,Earth,False,TRAPPIST-1e,False,E,297,S,4547,01,True
42.0,0.0,1.0,0.0,17.0,1601.0,Earth,False,TRAPPIST-1e,False,E,298,S,4549,01,False
28.0,0.0,180.0,516.0,182.66666666666666,1284.6666666666667,Earth,False,TRAPPIST-1e,False,F,853,S,4550,01,True
43.0,375.0,103.0,1990.0,36.0,0.0,Mars,False,TRAPPIST-1e,False,F,937,P,4552,01,True
55.0,0.0,102.0,0.0,278.0,3854.0,Europa,False,PSO J318.5-22,True,C,143,P,4553,01,False
21.0,29.0,27.0,47.0,694.0,11.0,Earth,False,TRAPPIST-1e,False,G,743,S,4555,01,False
17.0,0.0,656.0,295.0,0.0,35.0,Earth,False,TRAPPIST-1e,False,E,286,P,4557,01,False
54.0,0.0,559.0,0.0,3926.0,2799.0,Europa,False,55 Cancri e,False,C,167,S,4558,01,False
25.0,33.333333333333336,205.0,345.6666666666667,0.0,549.0,Earth,False,TRAPPIST-1e,False,F,854,S,4559,01,True
26.0,0.0,57.0,851.0,0.0,0.0,Earth,False,TRAPPIST-1e,False,G,744,S,4560,01,True
45.0,0.0,496.0,0.0,1940.0,3854.0,Europa,False,55 Cancri e,False,C,168,S,4561,01,False
31.0,0.0,0.0,0.0,0.0,0.0,Europa,True,TRAPPIST-1e,False,B,180,S,4562,01,True
19.0,0.0,0.0,0.0,0.0,0.0,Europa,True,55 Cancri e,False,C,169,S,4563,01,True
30.0,1585.6666666666667,43.0,0.0,0.0,6.0,Earth,False,TRAPPIST-1e,False,G,745,P,4564,01,False
24.0,191.0,497.0,0.0,0.0,16.0,Earth,False,TRAPPIST-1e,False,G,746,P,4565,01,False
36.0,0.0,20.0,38.0,359.0,516.0,Earth,False,TRAPPIST-1e,False,F,939,P,4567,01,False
42.0,2803.0,0.0,36.0,0.0,1825.0,Mars,False,TRAPPIST-1e,False,F,940,P,4568,01,False
29.0,0.0,0.0,0.0,0.0,0.0,Europa,True,55 Cancri e,False,B,151,P,4569,01,True
37.0,0.0,2235.0,7.0,3926.0,89.0,Europa,False,55 Cancri e,False,B,151,P,4569,02,False
64.0,0.0,0.0,268.0,0.0,0.0,Europa,True,TRAPPIST-1e,False,C,170,S,4570,01,True
24.0,0.0,0.0,0.0,0.0,0.0,Earth,True,TRAPPIST-1e,False,G,745,S,4571,01,True
